Species,Strain,Protein,DNA,Short,Lineage
Penicillium chrysogenum,IF1SW-F3,Penicillium_chrysogenum_IF1SW-F3.proteins.fa,Penicillium_chrysogenum_IF1SW-F3.scaffolds.fa,Penichr2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium chrysogenum,KF-25,Penicillium_chrysogenum_KF-25.proteins.fa,Penicillium_chrysogenum_KF-25.scaffolds.fa,Penichr3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium chrysogenum,NCPC10086,Penicillium_chrysogenum_NCPC10086.proteins.fa,Penicillium_chrysogenum_NCPC10086.scaffolds.fa,Penichr4,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium chrysogenum,PB2409,Penicillium_chrysogenum_PB2409.proteins.fa,Penicillium_chrysogenum_PB2409.scaffolds.fa,Penichr5,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium chrysogenum,PH2403,Penicillium_chrysogenum_PH2403.proteins.fa,Penicillium_chrysogenum_PH2403.scaffolds.fa,Penichr6,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium chrysogenum,R1210,Penicillium_chrysogenum_R1210.proteins.fa,Penicillium_chrysogenum_R1210.scaffolds.fa,Penichr7,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium chrysogenum,Y40-02,Penicillium_chrysogenum_Y40-02.proteins.fa,Penicillium_chrysogenum_Y40-02.scaffolds.fa,Penichr8,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium cinerascens,IBT 15544,Penicillium_cinerascens_IBT_15544.proteins.fa,Penicillium_cinerascens_IBT_15544.scaffolds.fa,Penicine,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,B8014,Penicillium_citrinum_B8014.proteins.fa,Penicillium_citrinum_B8014.scaffolds.fa,Penicitr,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,B9,Penicillium_citrinum_B9.proteins.fa,Penicillium_citrinum_B9.scaffolds.fa,Penicit2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,DSM 1997,Penicillium_citrinum_DSM_1997.proteins.fa,Penicillium_citrinum_DSM_1997.scaffolds.fa,Penicit3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,F4_1A_F1_F,Penicillium_citrinum_F4_1A_F1_F.proteins.fa,Penicillium_citrinum_F4_1A_F1_F.scaffolds.fa,Penicit4,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,IBT 23319,Penicillium_citrinum_IBT_23319.proteins.fa,Penicillium_citrinum_IBT_23319.scaffolds.fa,Penicit5,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,JCM 22607,Penicillium_citrinum_JCM_22607.proteins.fa,Penicillium_citrinum_JCM_22607.scaffolds.fa,Penicit6,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,LH_A494,Penicillium_citrinum_LH_A494.proteins.fa,Penicillium_citrinum_LH_A494.scaffolds.fa,Penicit7,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,M7005D,Penicillium_citrinum_M7005D.proteins.fa,Penicillium_citrinum_M7005D.scaffolds.fa,Penicit8,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,NRRL 1841,Penicillium_citrinum_NRRL_1841.proteins.fa,Penicillium_citrinum_NRRL_1841.scaffolds.fa,Penicit9,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,NRRL 756,Penicillium_citrinum_NRRL_756.proteins.fa,Penicillium_citrinum_NRRL_756.scaffolds.fa,Penici10,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,P8002,Penicillium_citrinum_P8002.proteins.fa,Penicillium_citrinum_P8002.scaffolds.fa,Penici11,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,P8015,Penicillium_citrinum_P8015.proteins.fa,Penicillium_citrinum_P8015.scaffolds.fa,Penici12,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PA2506,Penicillium_citrinum_PA2506.proteins.fa,Penicillium_citrinum_PA2506.scaffolds.fa,Penici13,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PA2509,Penicillium_citrinum_PA2509.proteins.fa,Penicillium_citrinum_PA2509.scaffolds.fa,Penici14,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PA2510,Penicillium_citrinum_PA2510.proteins.fa,Penicillium_citrinum_PA2510.scaffolds.fa,Penici15,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PB2504,Penicillium_citrinum_PB2504.proteins.fa,Penicillium_citrinum_PB2504.scaffolds.fa,Penici16,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PB2505,Penicillium_citrinum_PB2505.proteins.fa,Penicillium_citrinum_PB2505.scaffolds.fa,Penici17,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PDH2504,Penicillium_citrinum_PDH2504.proteins.fa,Penicillium_citrinum_PDH2504.scaffolds.fa,Penici18,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PF2509S,Penicillium_citrinum_PF2509S.proteins.fa,Penicillium_citrinum_PF2509S.scaffolds.fa,Penici19,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PG2501,Penicillium_citrinum_PG2501.proteins.fa,Penicillium_citrinum_PG2501.scaffolds.fa,Penici20,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PH4033,Penicillium_citrinum_PH4033.proteins.fa,Penicillium_citrinum_PH4033.scaffolds.fa,Penici21,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PT2503,Penicillium_citrinum_PT2503.proteins.fa,Penicillium_citrinum_PT2503.scaffolds.fa,Penici22,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PT2504,Penicillium_citrinum_PT2504.proteins.fa,Penicillium_citrinum_PT2504.scaffolds.fa,Penici23,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PT2506,Penicillium_citrinum_PT2506.proteins.fa,Penicillium_citrinum_PT2506.scaffolds.fa,Penici24,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,PYS008B,Penicillium_citrinum_PYS008B.proteins.fa,Penicillium_citrinum_PYS008B.scaffolds.fa,Penici25,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,R2503,Penicillium_citrinum_R2503.proteins.fa,Penicillium_citrinum_R2503.scaffolds.fa,Penici26,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,S2504,Penicillium_citrinum_S2504.proteins.fa,Penicillium_citrinum_S2504.scaffolds.fa,Penici27,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium citrinum,X2502D,Penicillium_citrinum_X2502D.proteins.fa,Penicillium_citrinum_X2502D.scaffolds.fa,Penici28,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium coffeae,ANU01,Penicillium_coffeae_ANU01.proteins.fa,Penicillium_coffeae_ANU01.scaffolds.fa,Penicoff,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0003,Penicillium_commune_MS0003.proteins.fa,Penicillium_commune_MS0003.scaffolds.fa,Penicomm,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0006,Penicillium_commune_MS0006.proteins.fa,Penicillium_commune_MS0006.scaffolds.fa,Penicom2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0023,Penicillium_commune_MS0023.proteins.fa,Penicillium_commune_MS0023.scaffolds.fa,Penicom3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0028,Penicillium_commune_MS0028.proteins.fa,Penicillium_commune_MS0028.scaffolds.fa,Penicom4,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0031,Penicillium_commune_MS0031.proteins.fa,Penicillium_commune_MS0031.scaffolds.fa,Penicom5,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0033,Penicillium_commune_MS0033.proteins.fa,Penicillium_commune_MS0033.scaffolds.fa,Penicom6,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0034,Penicillium_commune_MS0034.proteins.fa,Penicillium_commune_MS0034.scaffolds.fa,Penicom7,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0036,Penicillium_commune_MS0036.proteins.fa,Penicillium_commune_MS0036.scaffolds.fa,Penicom8,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0038,Penicillium_commune_MS0038.proteins.fa,Penicillium_commune_MS0038.scaffolds.fa,Penicom9,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0040,Penicillium_commune_MS0040.proteins.fa,Penicillium_commune_MS0040.scaffolds.fa,Penico10,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0042,Penicillium_commune_MS0042.proteins.fa,Penicillium_commune_MS0042.scaffolds.fa,Penico11,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0043,Penicillium_commune_MS0043.proteins.fa,Penicillium_commune_MS0043.scaffolds.fa,Penico12,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0048,Penicillium_commune_MS0048.proteins.fa,Penicillium_commune_MS0048.scaffolds.fa,Penico13,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0058,Penicillium_commune_MS0058.proteins.fa,Penicillium_commune_MS0058.scaffolds.fa,Penico14,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0076,Penicillium_commune_MS0076.proteins.fa,Penicillium_commune_MS0076.scaffolds.fa,Penico15,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0086,Penicillium_commune_MS0086.proteins.fa,Penicillium_commune_MS0086.scaffolds.fa,Penico16,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0090,Penicillium_commune_MS0090.proteins.fa,Penicillium_commune_MS0090.scaffolds.fa,Penico17,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0103,Penicillium_commune_MS0103.proteins.fa,Penicillium_commune_MS0103.scaffolds.fa,Penico18,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0129,Penicillium_commune_MS0129.proteins.fa,Penicillium_commune_MS0129.scaffolds.fa,Penico19,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0132,Penicillium_commune_MS0132.proteins.fa,Penicillium_commune_MS0132.scaffolds.fa,Penico20,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0135,Penicillium_commune_MS0135.proteins.fa,Penicillium_commune_MS0135.scaffolds.fa,Penico21,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0136,Penicillium_commune_MS0136.proteins.fa,Penicillium_commune_MS0136.scaffolds.fa,Penico22,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0139,Penicillium_commune_MS0139.proteins.fa,Penicillium_commune_MS0139.scaffolds.fa,Penico23,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0141,Penicillium_commune_MS0141.proteins.fa,Penicillium_commune_MS0141.scaffolds.fa,Penico24,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0147,Penicillium_commune_MS0147.proteins.fa,Penicillium_commune_MS0147.scaffolds.fa,Penico25,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0148,Penicillium_commune_MS0148.proteins.fa,Penicillium_commune_MS0148.scaffolds.fa,Penico26,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0158,Penicillium_commune_MS0158.proteins.fa,Penicillium_commune_MS0158.scaffolds.fa,Penico27,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0160,Penicillium_commune_MS0160.proteins.fa,Penicillium_commune_MS0160.scaffolds.fa,Penico28,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0163,Penicillium_commune_MS0163.proteins.fa,Penicillium_commune_MS0163.scaffolds.fa,Penico29,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0164,Penicillium_commune_MS0164.proteins.fa,Penicillium_commune_MS0164.scaffolds.fa,Penico30,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0165,Penicillium_commune_MS0165.proteins.fa,Penicillium_commune_MS0165.scaffolds.fa,Penico31,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0169,Penicillium_commune_MS0169.proteins.fa,Penicillium_commune_MS0169.scaffolds.fa,Penico32,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0171,Penicillium_commune_MS0171.proteins.fa,Penicillium_commune_MS0171.scaffolds.fa,Penico33,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0172,Penicillium_commune_MS0172.proteins.fa,Penicillium_commune_MS0172.scaffolds.fa,Penico34,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0175,Penicillium_commune_MS0175.proteins.fa,Penicillium_commune_MS0175.scaffolds.fa,Penico35,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0177,Penicillium_commune_MS0177.proteins.fa,Penicillium_commune_MS0177.scaffolds.fa,Penico36,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0182,Penicillium_commune_MS0182.proteins.fa,Penicillium_commune_MS0182.scaffolds.fa,Penico37,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0185,Penicillium_commune_MS0185.proteins.fa,Penicillium_commune_MS0185.scaffolds.fa,Penico38,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0186,Penicillium_commune_MS0186.proteins.fa,Penicillium_commune_MS0186.scaffolds.fa,Penico39,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0187,Penicillium_commune_MS0187.proteins.fa,Penicillium_commune_MS0187.scaffolds.fa,Penico40,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0188,Penicillium_commune_MS0188.proteins.fa,Penicillium_commune_MS0188.scaffolds.fa,Penico41,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0189,Penicillium_commune_MS0189.proteins.fa,Penicillium_commune_MS0189.scaffolds.fa,Penico42,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0191,Penicillium_commune_MS0191.proteins.fa,Penicillium_commune_MS0191.scaffolds.fa,Penico43,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0196,Penicillium_commune_MS0196.proteins.fa,Penicillium_commune_MS0196.scaffolds.fa,Penico44,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0199,Penicillium_commune_MS0199.proteins.fa,Penicillium_commune_MS0199.scaffolds.fa,Penico45,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0200,Penicillium_commune_MS0200.proteins.fa,Penicillium_commune_MS0200.scaffolds.fa,Penico46,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0203,Penicillium_commune_MS0203.proteins.fa,Penicillium_commune_MS0203.scaffolds.fa,Penico47,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0205,Penicillium_commune_MS0205.proteins.fa,Penicillium_commune_MS0205.scaffolds.fa,Penico48,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0206,Penicillium_commune_MS0206.proteins.fa,Penicillium_commune_MS0206.scaffolds.fa,Penico49,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0208,Penicillium_commune_MS0208.proteins.fa,Penicillium_commune_MS0208.scaffolds.fa,Penico50,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0211,Penicillium_commune_MS0211.proteins.fa,Penicillium_commune_MS0211.scaffolds.fa,Penico51,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0213,Penicillium_commune_MS0213.proteins.fa,Penicillium_commune_MS0213.scaffolds.fa,Penico52,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0214,Penicillium_commune_MS0214.proteins.fa,Penicillium_commune_MS0214.scaffolds.fa,Penico53,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0217,Penicillium_commune_MS0217.proteins.fa,Penicillium_commune_MS0217.scaffolds.fa,Penico54,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0228,Penicillium_commune_MS0228.proteins.fa,Penicillium_commune_MS0228.scaffolds.fa,Penico55,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0262,Penicillium_commune_MS0262.proteins.fa,Penicillium_commune_MS0262.scaffolds.fa,Penico56,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0263,Penicillium_commune_MS0263.proteins.fa,Penicillium_commune_MS0263.scaffolds.fa,Penico57,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0265,Penicillium_commune_MS0265.proteins.fa,Penicillium_commune_MS0265.scaffolds.fa,Penico58,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0266,Penicillium_commune_MS0266.proteins.fa,Penicillium_commune_MS0266.scaffolds.fa,Penico59,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0267,Penicillium_commune_MS0267.proteins.fa,Penicillium_commune_MS0267.scaffolds.fa,Penico60,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0273,Penicillium_commune_MS0273.proteins.fa,Penicillium_commune_MS0273.scaffolds.fa,Penico61,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0275,Penicillium_commune_MS0275.proteins.fa,Penicillium_commune_MS0275.scaffolds.fa,Penico62,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0279,Penicillium_commune_MS0279.proteins.fa,Penicillium_commune_MS0279.scaffolds.fa,Penico63,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0291,Penicillium_commune_MS0291.proteins.fa,Penicillium_commune_MS0291.scaffolds.fa,Penico64,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium commune,MS0296,Penicillium_commune_MS0296.proteins.fa,Penicillium_commune_MS0296.scaffolds.fa,Penico65,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium concentricum,IBT 3081,Penicillium_concentricum_IBT_3081.proteins.fa,Penicillium_concentricum_IBT_3081.scaffolds.fa,Peniconc,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium corylophilum,EXF-15064,Penicillium_corylophilum_EXF-15064.proteins.fa,Penicillium_corylophilum_EXF-15064.scaffolds.fa,Penicory,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium corylophilum,F5_1S_1A_F,Penicillium_corylophilum_F5_1S_1A_F.proteins.fa,Penicillium_corylophilum_F5_1S_1A_F.scaffolds.fa,Penicor2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium corylophilum,F5_1S_1B_F,Penicillium_corylophilum_F5_1S_1B_F.proteins.fa,Penicillium_corylophilum_F5_1S_1B_F.scaffolds.fa,Penicor3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium cosmopolitanum,IBT 29677,Penicillium_cosmopolitanum_IBT_29677.proteins.fa,Penicillium_cosmopolitanum_IBT_29677.scaffolds.fa,Penicosm,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium crystallinum,NRRL 5082,Penicillium_crystallinum_NRRL_5082.proteins.fa,Penicillium_crystallinum_NRRL_5082.scaffolds.fa,Penicrys,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium daleae,IBT 16125,Penicillium_daleae_IBT_16125.proteins.fa,Penicillium_daleae_IBT_16125.scaffolds.fa,Penidale,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium decumbens,IBT 11843,Penicillium_decumbens_IBT_11843.proteins.fa,Penicillium_decumbens_IBT_11843.scaffolds.fa,Penidecu,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium decumbens,NRRL 741,Penicillium_decumbens_NRRL_741.proteins.fa,Penicillium_decumbens_NRRL_741.scaffolds.fa,Penidec2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium desertorum,IBT 17660,Penicillium_desertorum_IBT_17660.proteins.fa,Penicillium_desertorum_IBT_17660.scaffolds.fa,Penidese,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium diatomitis,IBT 30728,Penicillium_diatomitis_IBT_30728.proteins.fa,Penicillium_diatomitis_IBT_30728.scaffolds.fa,Penidiat,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium dipodomyicola,IF7SW-F3,Penicillium_dipodomyicola_IF7SW-F3.proteins.fa,Penicillium_dipodomyicola_IF7SW-F3.scaffolds.fa,Penidipo,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium dipodomyicola,IIF7SW-F2,Penicillium_dipodomyicola_IIF7SW-F2.proteins.fa,Penicillium_dipodomyicola_IIF7SW-F2.scaffolds.fa,Penidip2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium dipodomyicola,IIF7SW-F4,Penicillium_dipodomyicola_IIF7SW-F4.proteins.fa,Penicillium_dipodomyicola_IIF7SW-F4.scaffolds.fa,Penidip3,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium egyptiacum,,Penicillium_egyptiacum.proteins.fa,Penicillium_egyptiacum.scaffolds.fa,Peniegyp,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium expansum,PF2411,Penicillium_expansum_PF2411.proteins.fa,Penicillium_expansum_PF2411.scaffolds.fa,Peniexpa,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium fimorum,IBT 29495,Penicillium_fimorum_IBT_29495.proteins.fa,Penicillium_fimorum_IBT_29495.scaffolds.fa,Penifimo,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
Penicillium freii,DAOM 242723,Penicillium_freii_DAOM_242723.proteins.fa,Penicillium_freii_DAOM_242723.scaffolds.fa,Penifrei,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium
